,State,Country,Year,Yearly Average Temperature
38689,New Mexico,United States,1950,12.773833333333334
38690,New South Wales,Australia,1950,17.226000000000003
38691,New York,United States,1950,7.438583333333333
38692,Newfoundland And Labrador,Canada,1950,-1.7419166666666666
38693,Ningxia Hui,China,1950,7.672999999999999
38694,Nizhegorod,Russia,1950,3.2215000000000003
38695,North Carolina,United States,1950,15.112
38696,North Dakota,United States,1950,2.0386666666666664
38697,North Ossetia,Russia,1950,6.611250000000001
38698,Northern Territory,Australia,1950,24.093333333333334
38699,Northwest Territories,Canada,1950,-10.010666666666667
38700,Nova Scotia,Canada,1950,5.974916666666666
38701,Novgorod,Russia,1950,3.8689999999999998
38702,Novosibirsk,Russia,1950,-0.19758333333333308
38703,Nunavut,Canada,1950,-14.189166666666667
38704,Ohio,United States,1950,10.062
38705,Oklahoma,United States,1950,15.176166666666667
38706,Omsk,Russia,1950,-0.20058333333333334
38707,Ontario,Canada,1950,-1.1575
38708,Oregon,United States,1950,8.159416666666667
38709,Orel,Russia,1950,4.760083333333333
38710,Orenburg,Russia,1950,2.60075
38711,Orissa,India,1950,25.843249999999998
38712,Pennsylvania,United States,1950,9.125916666666667
38713,Penza,Russia,1950,3.8861666666666665
38714,Perm',Russia,1950,0.15025000000000008
38715,Pernambuco,Brazil,1950,25.098416666666665
38716,Primor'Ye,Russia,1950,1.8983333333333334
38717,Prince Edward Island,Canada,1950,5.3332500000000005
38718,Pskov,Russia,1950,4.800083333333333
38719,Puducherry,India,1950,27.232083333333335
38720,Punjab,India,1950,22.584833333333336
38721,Qinghai,China,1950,-2.0147500000000007
38722,Queensland,Australia,1950,22.40341666666667
38723,Rajasthan,India,1950,25.080250000000003
38724,Rhode Island,United States,1950,9.375583333333335
38725,Rio De Janeiro,Brazil,1950,22.113
38726,Rio Grande Do Norte,Brazil,1950,26.697833333333335
38727,Rio Grande Do Sul,Brazil,1950,18.980416666666667
38728,Roraima,Brazil,1950,25.911416666666668
38729,Rostov,Russia,1950,8.105
38730,Ryazan',Russia,1950,3.998916666666666
38731,Sakha,Russia,1950,-14.153583333333335
38732,Sakhalin,Russia,1950,0.20341666666666658
38733,Samara,Russia,1950,3.228666666666667
38734,Santa Catarina,Brazil,1950,18.62275
38735,Saratov,Russia,1950,4.608
38736,Saskatchewan,Canada,1950,-2.5927499999999997
38737,Sergipe,Brazil,1950,25.262083333333337
38738,Shaanxi,China,1950,10.577666666666667
38739,Shandong,China,1950,13.17675
38740,Shanghai,China,1950,16.267
38741,Shanxi,China,1950,8.862833333333333
38742,Sichuan,China,1950,8.1325
38743,Sikkim,India,1950,3.2347499999999996
38744,Smolensk,Russia,1950,4.554166666666667
38745,South Australia,Australia,1950,18.9315
38746,South Carolina,United States,1950,17.354000000000003
38747,South Dakota,United States,1950,5.422916666666666
38748,Stavropol',Russia,1950,9.079416666666667
38749,Sverdlovsk,Russia,1950,0.3110833333333325
38750,Tambov,Russia,1950,4.524416666666666
38751,Tamil Nadu,India,1950,26.652416666666667
38752,Tasmania,Australia,1950,10.896500000000001
38753,Tatarstan,Russia,1950,2.495166666666666
38754,Taymyr,Russia,1950,-13.921416666666667
38755,Tennessee,United States,1950,14.028416666666667
38756,Texas,United States,1950,18.74975
38757,Tianjin,China,1950,11.462583333333333
38758,Tocantins,Brazil,1950,25.363833333333332
38759,Tomsk,Russia,1950,-1.2585
38760,Tripura,India,1950,24.961583333333333
38761,Tula,Russia,1950,4.185833333333333
38762,Tuva,Russia,1950,-7.070916666666666
38763,Tver',Russia,1950,3.73075
38764,Tyumen',Russia,1950,-0.09058333333333317
38765,Udmurt,Russia,1950,1.500416666666667
38766,Ul'Yanovsk,Russia,1950,3.2403333333333335
38767,Ust Orda Buryat,Russia,1950,-2.4309999999999996
38768,Utah,United States,1950,8.843916666666667
38769,Uttar Pradesh,India,1950,24.316916666666668
38770,Uttaranchal,India,1950,14.291666666666666
38771,Vermont,United States,1950,5.967583333333334
38772,Victoria,Australia,1950,14.136333333333333
38773,Virginia,United States,1950,13.022916666666667
38774,Vladimir,Russia,1950,3.689583333333333
38775,Volgograd,Russia,1950,6.398916666666666
38776,Vologda,Russia,1950,1.9914166666666666
38777,Voronezh,Russia,1950,5.729500000000001
38778,Washington,United States,1950,6.882666666666666
38779,West Bengal,India,1950,25.003666666666664
38780,West Virginia,United States,1950,11.044416666666669
38781,Western Australia,Australia,1950,22.3305
38782,Wisconsin,United States,1950,4.8254166666666665
38783,Wyoming,United States,1950,4.843083333333333
38784,Xinjiang Uygur,China,1950,4.643833333333333
38785,Xizang,China,1950,-2.9323333333333337
38786,Yamal Nenets,Russia,1950,-6.684
38787,Yaroslavl',Russia,1950,2.8905
38788,Yevrey,Russia,1950,-0.2000833333333336
38789,Yukon,Canada,1950,-7.946666666666666
38790,Yunnan,China,1950,15.915750000000001
38791,Zhejiang,China,1950,16.597333333333335
38792,Acre,Brazil,1951,25.76608333333333
38793,Adygey,Russia,1951,10.546916666666666
38794,Aga Buryat,Russia,1951,-2.0392499999999996
38795,Alabama,United States,1951,17.695083333333333
38796,Alagoas,Brazil,1951,24.78616666666667
38797,Alaska,United States,1951,-5.080583333333333
38798,Alberta,Canada,1951,-1.9347500000000002
38799,Altay,Russia,1951,1.8749166666666668
38800,Amazonas,Brazil,1951,26.226
38801,Amur,Russia,1951,-4.762666666666665
38802,Andaman And Nicobar,India,1951,27.428916666666666
38803,Andhra Pradesh,India,1951,27.317833333333336
38804,Anhui,China,1951,15.553416666666665
38805,Arizona,United States,1951,15.222333333333333
38806,Arkansas,United States,1951,15.705916666666667
38807,Arkhangel'Sk,Russia,1951,-1.3483333333333334
38808,Arunachal Pradesh,India,1951,14.082166666666666
38809,Assam,India,1951,22.125333333333334
38810,Astrakhan',Russia,1951,9.080833333333333
38811,Australian Capital Territory,Australia,1951,11.490583333333333
38812,Bahia,Brazil,1951,24.10375
38813,Bashkortostan,Russia,1951,2.26775
38814,Beijing,China,1951,9.286916666666666
38815,Belgorod,Russia,1951,6.369750000000001
38816,Bihar,India,1951,24.973833333333335
38817,British Columbia,Canada,1951,-0.9599166666666665
38818,Bryansk,Russia,1951,5.691
38819,Buryat,Russia,1951,-6.339583333333334
38820,California,United States,1951,14.221583333333333
38821,Chandigarh,India,1951,13.684083333333334
38822,Chechnya,Russia,1951,8.705499999999999
38823,Chelyabinsk,Russia,1951,2.201083333333333
38824,Chhattisgarh,India,1951,25.87575
38825,Chita,Russia,1951,-5.555750000000001
38826,Chongqing,China,1951,16.112833333333334
38827,Chukot,Russia,1951,-10.814666666666668
38828,Chuvash,Russia,1951,3.660083333333334
38829,City Of St. Petersburg,Russia,1951,4.276916666666667
38830,Colorado,United States,1951,6.437083333333334
38831,Connecticut,United States,1951,10.014416666666667
38832,Dadra And Nagar Haveli,India,1951,25.36191666666667
38833,Dagestan,Russia,1951,10.156166666666666
38834,Daman And Diu,India,1951,26.626083333333337
38835,Delaware,United States,1951,12.631583333333333
38836,Delhi,India,1951,25.584083333333336
38837,District Of Columbia,United States,1951,12.373166666666668
38838,Distrito Federal,Brazil,1951,21.79975
38839,Evenk,Russia,1951,-10.568416666666666
38840,Florida,United States,1951,21.784916666666664
38841,Fujian,China,1951,18.9645
38842,Gansu,China,1951,5.492416666666667
38843,Georgia (State),United States,1951,17.997833333333336
38844,Goa,India,1951,26.002416666666665
38845,Gorno Altay,Russia,1951,-3.9812499999999997
38846,Guangdong,China,1951,21.1995
38847,Guangxi,China,1951,20.285500000000003
38848,Guizhou,China,1951,15.752083333333333
38849,Gujarat,India,1951,26.706
38850,Hainan,China,1951,24.435083333333335
38851,Haryana,India,1951,24.64375
38852,Hawaii,United States,1951,22.599083333333336
38853,Hebei,China,1951,9.249416666666667
38854,Heilongjiang,China,1951,1.3145833333333334
38855,Henan,China,1951,14.024916666666668
38856,Himachal Pradesh,India,1951,9.37075
38857,Hubei,China,1951,15.717666666666666
38858,Hunan,China,1951,16.947083333333335
38859,Idaho,United States,1951,4.854666666666667
38860,Illinois,United States,1951,10.241166666666667
38861,Indiana,United States,1951,10.59425
38862,Ingush,Russia,1951,7.835249999999999
38863,Iowa,United States,1951,7.416416666666667
38864,Irkutsk,Russia,1951,-5.568833333333334
38865,Ivanovo,Russia,1951,3.541833333333333
38866,Jammu And Kashmir,India,1951,3.3204166666666666
38867,Jharkhand,India,1951,25.362750000000002
38868,Jiangsu,China,1951,15.093166666666667
38869,Jiangxi,China,1951,17.713416666666667
38870,Jilin,China,1951,4.451666666666667
38871,Kabardin Balkar,Russia,1951,7.827999999999999
38872,Kaliningrad,Russia,1951,7.117416666666666
38873,Kalmyk,Russia,1951,9.647583333333335
38874,Kaluga,Russia,1951,4.428833333333333
38875,Kamchatka,Russia,1951,-1.7964166666666668
38876,Kansas,United States,1951,11.274333333333333
38877,Karachay Cherkess,Russia,1951,8.895916666666666
38878,Karelia,Russia,1951,1.6127500000000001
38879,Karnataka,India,1951,25.851416666666665
38880,Kemerovo,Russia,1951,-0.022666666666666835
38881,Kentucky,United States,1951,12.99125
38882,Kerala,India,1951,26.522583333333333
38883,Khabarovsk,Russia,1951,-6.010333333333334
38884,Khakass,Russia,1951,-2.1276666666666664
38885,Khanty Mansiy,Russia,1951,-1.7754166666666664
38886,Kirov,Russia,1951,2.1323333333333334
38887,Komi,Russia,1951,-1.171833333333333
38888,Komi Permyak,Russia,1951,1.5343333333333333
38889,Koryak,Russia,1951,-5.252916666666667
38890,Kostroma,Russia,1951,2.5424166666666665
38891,Krasnodar,Russia,1951,10.867833333333332
38892,Krasnoyarsk,Russia,1951,-3.988
38893,Kurgan,Russia,1951,2.284416666666667
38894,Kursk,Russia,1951,5.682166666666667
38895,Leningrad,Russia,1951,3.5368333333333335
38896,Liaoning,China,1951,7.724333333333334
38897,Lipetsk,Russia,1951,4.8425
38898,Louisiana,United States,1951,19.638
38899,Madhya Pradesh,India,1951,25.650666666666666
38900,Maga Buryatdan,Russia,1951,-10.809833333333332
38901,Maharashtra,India,1951,26.279583333333335
38902,Maine,United States,1951,5.457750000000001
38903,Manipur,India,1951,21.316416666666665
38904,Manitoba,Canada,1951,-3.5305000000000013
38905,Mariy El,Russia,1951,3.139666666666667
38906,Maryland,United States,1951,12.640749999999999
38907,Massachusetts,United States,1951,8.581666666666667
38908,Mato Grosso,Brazil,1951,25.49875
38909,Mato Grosso Do Sul,Brazil,1951,23.507333333333335
38910,Meghalaya,India,1951,23.766499999999997
38911,Michigan,United States,1951,6.399250000000001
38912,Minas Gerais,Brazil,1951,21.864083333333337
38913,Minnesota,United States,1951,3.359916666666667
38914,Mississippi,United States,1951,18.144416666666668
38915,Missouri,United States,1951,11.676083333333333
38916,Mizoram,India,1951,23.55366666666667
38917,Montana,United States,1951,3.2877499999999995
38918,Mordovia,Russia,1951,3.834
38919,Moscow City,Russia,1951,3.993166666666667
38920,Moskva,Russia,1951,3.9703333333333344
38921,Murmansk,Russia,1951,-0.5149999999999999
38922,Nagaland,India,1951,21.580916666666667
38923,Nebraska,United States,1951,7.7820833333333335
38924,Nei Mongol,China,1951,3.472416666666667
38925,Nenets,Russia,1951,-3.4648333333333334
38926,Nevada,United States,1951,9.677166666666666
38927,New Brunswick,Canada,1951,4.884
38928,New Hampshire,United States,1951,6.5680000000000005
38929,New Jersey,United States,1951,11.372
38930,New Mexico,United States,1951,12.061833333333333
38931,New South Wales,Australia,1951,17.123166666666666
38932,New York,United States,1951,7.879166666666667
38933,Newfoundland And Labrador,Canada,1951,-0.35158333333333286
38934,Ningxia Hui,China,1951,7.660499999999999
38935,Nizhegorod,Russia,1951,3.58175
38936,North Carolina,United States,1951,15.156166666666666
38937,North Dakota,United States,1951,2.4051666666666667
38938,North Ossetia,Russia,1951,7.042750000000001
38939,Northern Territory,Australia,1951,24.738333333333333
38940,Northwest Territories,Canada,1951,-10.061833333333334
38941,Nova Scotia,Canada,1951,7.337416666666667
38942,Novgorod,Russia,1951,3.7410833333333335
38943,Novosibirsk,Russia,1951,0.7754166666666666
38944,Nunavut,Canada,1951,-13.725333333333333
38945,Ohio,United States,1951,10.401416666666668
38946,Oklahoma,United States,1951,15.277000000000001
38947,Omsk,Russia,1951,0.8770000000000003
38948,Ontario,Canada,1951,0.23941666666666692
38949,Oregon,United States,1951,8.093
38950,Orel,Russia,1951,4.976333333333334
38951,Orenburg,Russia,1951,3.5530833333333334
38952,Orissa,India,1951,26.261750000000003
38953,Pennsylvania,United States,1951,9.604750000000001
38954,Penza,Russia,1951,4.086666666666667
38955,Perm',Russia,1951,1.2444166666666667
38956,Pernambuco,Brazil,1951,25.4395
38957,Primor'Ye,Russia,1951,1.9026666666666667
38958,Prince Edward Island,Canada,1951,6.455416666666667
38959,Pskov,Russia,1951,4.6105
38960,Puducherry,India,1951,27.440083333333334
38961,Punjab,India,1951,23.597916666666666
38962,Qinghai,China,1951,-1.7759166666666664
38963,Queensland,Australia,1951,22.6925
38964,Rajasthan,India,1951,26.163416666666667
38965,Rhode Island,United States,1951,9.9825
38966,Rio De Janeiro,Brazil,1951,21.547750000000004
38967,Rio Grande Do Norte,Brazil,1951,27.049083333333332
38968,Rio Grande Do Sul,Brazil,1951,18.74533333333333
38969,Roraima,Brazil,1951,26.071083333333334
38970,Rostov,Russia,1951,8.658416666666668
38971,Ryazan',Russia,1951,4.111916666666667
38972,Sakha,Russia,1951,-12.5625
38973,Sakhalin,Russia,1951,-0.009416666666666629
38974,Samara,Russia,1951,3.7859166666666675
38975,Santa Catarina,Brazil,1951,18.0855
38976,Saratov,Russia,1951,5.051583333333334
38977,Saskatchewan,Canada,1951,-2.3512500000000003
38978,Sergipe,Brazil,1951,25.458583333333333
38979,Shaanxi,China,1951,10.61775
38980,Shandong,China,1951,13.128916666666667
38981,Shanghai,China,1951,16.0455
38982,Shanxi,China,1951,8.6615
38983,Sichuan,China,1951,8.372
38984,Sikkim,India,1951,3.6864166666666667
38985,Smolensk,Russia,1951,4.522833333333334
38986,South Australia,Australia,1951,19.394500000000004
38987,South Carolina,United States,1951,17.37216666666667
38988,South Dakota,United States,1951,5.383583333333334
38989,Stavropol',Russia,1951,9.684666666666667
38990,Sverdlovsk,Russia,1951,1.5524166666666666
38991,Tambov,Russia,1951,4.660583333333332
38992,Tamil Nadu,India,1951,26.823583333333332
38993,Tasmania,Australia,1951,10.904416666666668
38994,Tatarstan,Russia,1951,3.1355000000000004
38995,Taymyr,Russia,1951,-13.511583333333334
38996,Tennessee,United States,1951,14.31091666666667
38997,Texas,United States,1951,18.68466666666667
38998,Tianjin,China,1951,11.625416666666666
38999,Tocantins,Brazil,1951,25.92775
39000,Tomsk,Russia,1951,-1.0232499999999998
39001,Tripura,India,1951,25.11066666666667
39002,Tula,Russia,1951,4.280166666666667
39003,Tuva,Russia,1951,-6.657999999999999
39004,Tver',Russia,1951,3.6789166666666664
39005,Tyumen',Russia,1951,0.9970000000000002
39006,Udmurt,Russia,1951,2.3354166666666676
39007,Ul'Yanovsk,Russia,1951,3.6119999999999997
39008,Ust Orda Buryat,Russia,1951,-3.511833333333333
39009,Utah,United States,1951,8.110833333333334
39010,Uttar Pradesh,India,1951,25.035583333333335
39011,Uttaranchal,India,1951,15.096583333333333
39012,Vermont,United States,1951,6.290583333333333
39013,Victoria,Australia,1951,14.18775
39014,Virginia,United States,1951,13.202416666666666
39015,Vladimir,Russia,1951,3.8685000000000005
39016,Volgograd,Russia,1951,6.8580000000000005
39017,Vologda,Russia,1951,2.1421666666666663
39018,Voronezh,Russia,1951,6.054583333333333
39019,Washington,United States,1951,7.3501666666666665
39020,West Bengal,India,1951,25.453
39021,West Virginia,United States,1951,11.301833333333335
39022,Western Australia,Australia,1951,22.349500000000003
39023,Wisconsin,United States,1951,5.075583333333333
39024,Wyoming,United States,1951,4.125416666666666
39025,Xinjiang Uygur,China,1951,5.277583333333334
39026,Xizang,China,1951,-2.3240833333333337
39027,Yamal Nenets,Russia,1951,-6.6275
39028,Yaroslavl',Russia,1951,3.0643333333333325
39029,Yevrey,Russia,1951,0.25466666666666643
39030,Yukon,Canada,1951,-8.347833333333334
39031,Yunnan,China,1951,16.02325
39032,Zhejiang,China,1951,16.747666666666667
39033,Acre,Brazil,1952,25.700999999999997
39034,Adygey,Russia,1952,10.809666666666667
39035,Aga Buryat,Russia,1952,-3.1475833333333334
39036,Alabama,United States,1952,17.56225
39037,Alagoas,Brazil,1952,24.93875
39038,Alaska,United States,1952,-4.917916666666667
39039,Alberta,Canada,1952,0.9302500000000004
39040,Altay,Russia,1952,0.2784166666666666
39041,Amazonas,Brazil,1952,26.244500000000002
39042,Amur,Russia,1952,-6.681250000000001
39043,Andaman And Nicobar,India,1952,27.63083333333333
39044,Andhra Pradesh,India,1952,27.484333333333336
39045,Anhui,China,1952,15.240333333333334
39046,Arizona,United States,1952,15.170666666666667
39047,Arkansas,United States,1952,16.27
39048,Arkhangel'Sk,Russia,1952,-1.7989166666666667
39049,Arunachal Pradesh,India,1952,14.261416666666667
39050,Assam,India,1952,22.247083333333336
39051,Astrakhan',Russia,1952,9.117833333333333
39052,Australian Capital Territory,Australia,1952,11.389333333333333
39053,Bahia,Brazil,1952,24.334416666666666
39054,Bashkortostan,Russia,1952,2.1156666666666664
39055,Beijing,China,1952,8.896083333333332
39056,Belgorod,Russia,1952,6.6735
39057,Bihar,India,1952,24.960833333333337
39058,British Columbia,Canada,1952,0.5353333333333335
39059,Bryansk,Russia,1952,5.5385833333333325
39060,Buryat,Russia,1952,-7.050583333333333
39061,California,United States,1952,14.00175
39062,Chandigarh,India,1952,13.861916666666668
39063,Chechnya,Russia,1952,9.2765
39064,Chelyabinsk,Russia,1952,1.6650833333333341
39065,Chhattisgarh,India,1952,26.1745
39066,Chita,Russia,1952,-6.918916666666667
39067,Chongqing,China,1952,16.187166666666666
39068,Chukot,Russia,1952,-11.172166666666667
39069,Chuvash,Russia,1952,3.6770833333333335
39070,City Of St. Petersburg,Russia,1952,3.7545
39071,Colorado,United States,1952,6.917999999999999
39072,Connecticut,United States,1952,10.22475
39073,Dadra And Nagar Haveli,India,1952,25.400833333333335
39074,Dagestan,Russia,1952,10.676499999999999
39075,Daman And Diu,India,1952,26.605833333333337
39076,Delaware,United States,1952,12.7875
39077,Delhi,India,1952,25.835916666666666
39078,District Of Columbia,United States,1952,12.632083333333334
39079,Distrito Federal,Brazil,1952,21.870333333333335
39080,Evenk,Russia,1952,-12.716833333333332
39081,Florida,United States,1952,21.740916666666667
39082,Fujian,China,1952,19.072
39083,Gansu,China,1952,5.2895
39084,Georgia (State),United States,1952,18.072416666666665
39085,Goa,India,1952,25.90433333333333
39086,Gorno Altay,Russia,1952,-5.231416666666667
39087,Guangdong,China,1952,21.68766666666667
39088,Guangxi,China,1952,20.731
39089,Guizhou,China,1952,16.041083333333333
39090,Gujarat,India,1952,26.73091666666667
39091,Hainan,China,1952,25.096083333333336
39092,Haryana,India,1952,24.855
39093,Hawaii,United States,1952,22.030916666666666
39094,Hebei,China,1952,8.947750000000001
39095,Heilongjiang,China,1952,0.23033333333333358
39096,Henan,China,1952,13.951083333333335
39097,Himachal Pradesh,India,1952,9.590333333333334
39098,Hubei,China,1952,15.66025
39099,Hunan,China,1952,16.941583333333334
39100,Idaho,United States,1952,5.2011666666666665
39101,Illinois,United States,1952,11.762500000000001
39102,Indiana,United States,1952,11.800166666666668
39103,Ingush,Russia,1952,8.408999999999999
39104,Iowa,United States,1952,9.340916666666667
39105,Irkutsk,Russia,1952,-6.855416666666667
39106,Ivanovo,Russia,1952,3.7129999999999996
39107,Jammu And Kashmir,India,1952,3.6339166666666665
39108,Jharkhand,India,1952,25.391666666666666
39109,Jiangsu,China,1952,14.757333333333333
39110,Jiangxi,China,1952,17.689666666666668
39111,Jilin,China,1952,3.8471666666666664
39112,Kabardin Balkar,Russia,1952,8.303333333333333
39113,Kaliningrad,Russia,1952,6.090666666666667
39114,Kalmyk,Russia,1952,9.834833333333334
39115,Kaluga,Russia,1952,4.521916666666668
39116,Kamchatka,Russia,1952,-2.8156666666666665
39117,Kansas,United States,1952,12.792416666666668
39118,Karachay Cherkess,Russia,1952,9.2295
39119,Karelia,Russia,1952,1.1925000000000001
39120,Karnataka,India,1952,25.875333333333334
39121,Kemerovo,Russia,1952,-1.271583333333333
39122,Kentucky,United States,1952,13.85525
39123,Kerala,India,1952,26.598833333333335
39124,Khabarovsk,Russia,1952,-7.466166666666667
39125,Khakass,Russia,1952,-3.0889166666666665
39126,Khanty Mansiy,Russia,1952,-3.791083333333333
39127,Kirov,Russia,1952,1.8018333333333334
39128,Komi,Russia,1952,-2.4246666666666665
39129,Komi Permyak,Russia,1952,0.8423333333333333
39130,Koryak,Russia,1952,-6.193583333333334
39131,Kostroma,Russia,1952,2.5305
39132,Krasnodar,Russia,1952,11.189416666666666
39133,Krasnoyarsk,Russia,1952,-5.6948333333333325
39134,Kurgan,Russia,1952,1.349166666666667
39135,Kursk,Russia,1952,5.895083333333333
39136,Leningrad,Russia,1952,3.2205
39137,Liaoning,China,1952,7.348583333333333
39138,Lipetsk,Russia,1952,5.244916666666666
39139,Louisiana,United States,1952,19.299583333333334
39140,Madhya Pradesh,India,1952,25.936916666666665
39141,Maga Buryatdan,Russia,1952,-11.732166666666666
39142,Maharashtra,India,1952,26.430083333333332
39143,Maine,United States,1952,5.787
