Country,Year,Yearly Average Temperature
Canada,1951,-5.393166666666666
Cape Verde,1951,24.065916666666666
Cayman Islands,1951,26.77541666666667
Central African Republic,1951,25.342333333333332
Chad,1951,27.030333333333335
Chile,1951,9.574833333333332
China,1951,6.8694999999999995
Christmas Island,1951,25.777583333333336
Colombia,1951,24.811000000000003
Comoros,1951,25.70058333333333
Congo,1951,24.675583333333336
Congo (Democratic Republic Of The),1951,23.882583333333333
Costa Rica,1951,25.949749999999998
Croatia,1951,12.481
Cuba,1951,25.390416666666667
Curaçao,1951,27.613250000000004
Cyprus,1951,19.301
Czech Republic,1951,8.566833333333333
Côte D'Ivoire,1951,26.0575
Denmark,1951,-18.414083333333334
Denmark (Europe),1951,8.296166666666666
Djibouti,1951,28.706666666666667
Dominica,1951,26.202333333333332
Dominican Republic,1951,25.500083333333333
Ecuador,1951,22.012833333333333
Egypt,1951,23.071166666666667
El Salvador,1951,25.193749999999998
Equatorial Guinea,1951,25.158916666666666
Eritrea,1951,26.764666666666667
Estonia,1951,5.086833333333334
Ethiopia,1951,22.899833333333333
Europe,1951,8.2865
Falkland Islands (Islas Malvinas),1951,6.100666666666666
Faroe Islands,1951,6.5305
Federated States Of Micronesia,1951,26.919500000000003
Fiji,1951,24.944916666666668
Finland,1951,1.5998333333333334
France,1951,12.947083333333333
France (Europe),1951,10.534333333333334
French Guiana,1951,26.062250000000002
French Polynesia,1951,26.389
French Southern And Antarctic Lands,1951,5.426083333333334
Gabon,1951,24.494416666666666
Gambia,1951,27.351083333333335
Gaza Strip,1951,19.831416666666666
Georgia,1951,8.437666666666667
Germany,1951,8.816416666666667
Ghana,1951,26.929666666666666
Greece,1951,15.572250000000002
Greenland,1951,-18.963916666666666
Grenada,1951,26.86466666666667
Guadeloupe,1951,26.431583333333332
Guam,1951,27.226
Guatemala,1951,23.493
Guernsey,1951,10.95125
Guinea,1951,25.470166666666668
Guinea Bissau,1951,26.6905
Guyana,1951,26.22575
Haiti,1951,26.196
Heard Island And Mcdonald Islands,1951,3.0080833333333334
Honduras,1951,24.979833333333335
Hong Kong,1951,22.716416666666664
Hungary,1951,10.997166666666667
Iceland,1951,1.1846666666666668
India,1951,24.22066666666667
Indonesia,1951,26.08125
Iran,1951,17.576166666666666
Iraq,1951,22.277666666666665
Ireland,1951,9.229750000000001
Isle Of Man,1951,9.213333333333333
Israel,1951,20.277166666666666
Italy,1951,13.344499999999998
Jamaica,1951,26.142083333333332
Japan,1951,12.146666666666668
Jersey,1951,10.95125
Jordan,1951,20.028666666666666
Kazakhstan,1951,5.319583333333333
Kenya,1951,23.989666666666665
Kingman Reef,1951,27.756833333333336
Kiribati,1951,27.313333333333333
Kuwait,1951,25.565916666666666
Kyrgyzstan,1951,2.808416666666666
Laos,1951,23.725166666666667
Latvia,1951,5.60625
Lebanon,1951,18.16625
Lesotho,1951,13.421833333333332
Liberia,1951,25.45266666666667
Libya,1951,22.695083333333333
Liechtenstein,1951,5.2924999999999995
Lithuania,1951,6.40325
Luxembourg,1951,9.61925
Macau,1951,22.423583333333337
Macedonia,1951,11.428333333333335
Madagascar,1951,22.672749999999997
Malawi,1951,21.4455
Malaysia,1951,26.189916666666665
Mali,1951,28.683333333333334
Malta,1951,18.6765
Martinique,1951,26.202333333333332
Mauritania,1951,27.3685
Mauritius,1951,23.54291666666667
Mayotte,1951,26.329916666666666
Mexico,1951,21.117583333333332
Moldova,1951,10.101416666666667
Monaco,1951,9.32875
Mongolia,1951,-0.7001666666666662
Montenegro,1951,11.411416666666668
Montserrat,1951,26.4875
Morocco,1951,17.59391666666667
Mozambique,1951,23.542083333333334
Namibia,1951,20.619583333333335
Nepal,1951,15.288083333333335
Netherlands,1951,9.962083333333334
Netherlands (Europe),1951,9.571833333333332
New Caledonia,1951,22.578416666666666
New Zealand,1951,10.076333333333332
Nicaragua,1951,26.25
Niger,1951,27.639083333333332
Nigeria,1951,26.753500000000003
Niue,1951,24.888333333333332
North America,1951,1.9306666666666665
North Korea,1951,7.130333333333334
Northern Mariana Islands,1951,27.226
Norway,1951,0.1244999999999999
Oceania,1951,21.386750000000003
Oman,1951,27.093333333333334
Pakistan,1951,20.748583333333332
Palau,1951,27.501500000000004
Palestina,1951,23.337166666666665
Palmyra Atoll,1951,27.7825
Panama,1951,26.487750000000002
Papua New Guinea,1951,24.426416666666668
Paraguay,1951,23.428833333333333
Peru,1951,20.0065
Philippines,1951,26.737
Poland,1951,8.356833333333332
Portugal,1951,14.469416666666667
Puerto Rico,1951,25.595083333333335
Qatar,1951,27.114
Reunion,1951,23.203666666666667
Romania,1951,10.047666666666666
Russia,1951,-5.055916666666667
Rwanda,1951,19.062416666666667
Saint Barthélemy,1951,26.69525
Saint Kitts And Nevis,1951,25.951333333333334
Saint Lucia,1951,26.756583333333335
Saint Martin,1951,26.69525
Saint Pierre And Miquelon,1951,6.2299999999999995
Saint Vincent And The Grenadines,1951,26.892750000000003
Samoa,1951,26.434583333333336
San Marino,1951,14.67675
Sao Tome And Principe,1951,26.046666666666667
Saudi Arabia,1951,26.035916666666665
Senegal,1951,27.828833333333336
Serbia,1951,11.270999999999999
Seychelles,1951,26.877583333333334
Sierra Leone,1951,26.056416666666667
Singapore,1951,26.840000000000003
Sint Maarten,1951,26.69525
Slovakia,1951,8.8405
Slovenia,1951,10.677916666666667
Solomon Islands,1951,26.5625
Somalia,1951,26.92658333333333
South Africa,1951,17.002333333333336
South America,1951,21.934749999999998
South Georgia And The South Sandwich Isla,1951,1.2695833333333333
South Korea,1951,12.228416666666666
Spain,1951,13.347083333333332
Sri Lanka,1951,27.015333333333334
Sudan,1951,26.874416666666665
Suriname,1951,26.486250000000002
Svalbard And Jan Mayen,1951,-8.073083333333335
Swaziland,1951,18.628583333333335
Sweden,1951,2.580666666666666
Switzerland,1951,7.400333333333333
Syria,1951,18.395333333333333
Taiwan,1951,22.156666666666666
Tajikistan,1951,3.8479999999999994
Tanzania,1951,22.22866666666667
Thailand,1951,26.257499999999997
Timor Leste,1951,26.057000000000002
Togo,1951,27.19725
Tonga,1951,22.87675
Trinidad And Tobago,1951,26.259833333333333
Tunisia,1951,20.232916666666668
Turkey,1951,12.062916666666666
Turkmenistan,1951,14.484833333333334
Turks And Caicas Islands,1951,26.357833333333332
Uganda,1951,22.889166666666668
Ukraine,1951,8.413583333333333
United Arab Emirates,1951,27.89366666666667
United Kingdom,1951,8.439
United Kingdom (Europe),1951,8.589166666666666
United States,1951,8.416583333333334
Uruguay,1951,17.33925
Uzbekistan,1951,11.909083333333333
Venezuela,1951,25.358666666666664
Vietnam,1951,23.86366666666667
Virgin Islands,1951,26.432583333333337
Western Sahara,1951,21.95883333333333
Yemen,1951,26.388083333333338
Zambia,1951,21.294166666666666
Zimbabwe,1951,21.102333333333334
Åland,1951,5.820583333333334
Afghanistan,1952,14.175416666666669
Africa,1952,24.275916666666664
Albania,1952,13.573916666666667
Algeria,1952,23.18541666666667
American Samoa,1952,27.06375
Andorra,1952,11.660833333333334
Angola,1952,22.18766666666667
Anguilla,1952,26.86691666666667
Antigua And Barbuda,1952,26.714250000000003
Argentina,1952,14.916333333333332
Armenia,1952,9.209999999999999
Aruba,1952,28.50583333333333
Asia,1952,7.2130833333333335
Australia,1952,21.487
Austria,1952,6.195333333333334
Azerbaijan,1952,11.675833333333335
Bahamas,1952,25.252499999999998
Bahrain,1952,26.158916666666666
Baker Island,1952,25.770583333333335
Bangladesh,1952,25.159166666666668
Barbados,1952,26.93075
Belarus,1952,5.658333333333332
Belgium,1952,9.495083333333334
Belize,1952,25.43375
Benin,1952,27.271666666666665
Bhutan,1952,12.196666666666665
Bolivia,1952,20.806500000000003
"Bonaire, Saint Eustatius And Saba",1952,27.713416666666664
Bosnia And Herzegovina,1952,11.240666666666668
Botswana,1952,22.47141666666667
Brazil,1952,24.85166666666667
British Virgin Islands,1952,26.609083333333334
Bulgaria,1952,11.518500000000001
Burkina Faso,1952,27.98
Burma,1952,24.096833333333333
Burundi,1952,20.279166666666665
Cambodia,1952,26.915333333333336
Cameroon,1952,24.45566666666667
Canada,1952,-3.984666666666667
Cape Verde,1952,24.045
Cayman Islands,1952,26.78408333333333
Central African Republic,1952,25.617416666666667
Chad,1952,27.556
Chile,1952,9.83
China,1952,6.640916666666667
Christmas Island,1952,25.982166666666668
Colombia,1952,25.066166666666664
Comoros,1952,25.96675
Congo,1952,24.678
Congo (Democratic Republic Of The),1952,23.99591666666667
Costa Rica,1952,25.802583333333335
Croatia,1952,11.887583333333332
Cuba,1952,25.471999999999998
Curaçao,1952,27.9465
Cyprus,1952,19.290583333333334
Czech Republic,1952,7.4965
Côte D'Ivoire,1952,26.033416666666668
Denmark,1952,-17.365666666666666
Denmark (Europe),1952,7.3825
Djibouti,1952,28.56625
Dominica,1952,26.543333333333333
Dominican Republic,1952,25.920749999999998
Ecuador,1952,21.894750000000002
Egypt,1952,23.263
El Salvador,1952,25.256333333333334
Equatorial Guinea,1952,25.08725
Eritrea,1952,27.101166666666668
Estonia,1952,4.454833333333333
Ethiopia,1952,23.174666666666667
Europe,1952,7.9264166666666656
Falkland Islands (Islas Malvinas),1952,6.403666666666666
Faroe Islands,1952,6.319083333333334
Federated States Of Micronesia,1952,27.116500000000002
Fiji,1952,25.415000000000003
Finland,1952,1.1404166666666666
France,1952,13.088916666666668
France (Europe),1952,10.686666666666667
French Guiana,1952,26.091333333333335
French Polynesia,1952,26.47375
French Southern And Antarctic Lands,1952,4.846416666666666
Gabon,1952,24.43825
Gambia,1952,27.263499999999997
Gaza Strip,1952,19.943749999999998
Georgia,1952,8.909
Germany,1952,8.006833333333333
Ghana,1952,26.784000000000002
Greece,1952,15.86425
Greenland,1952,-17.874750000000002
Grenada,1952,27.199916666666667
Guadeloupe,1952,26.642
Guam,1952,27.05175
Guatemala,1952,23.527
Guernsey,1952,10.951500000000001
Guinea,1952,25.4695
Guinea Bissau,1952,26.704916666666666
Guyana,1952,26.412000000000003
Haiti,1952,26.539916666666667
Heard Island And Mcdonald Islands,1952,2.4945
Honduras,1952,24.935000000000002
Hong Kong,1952,23.3475
Hungary,1952,10.117416666666667
Iceland,1952,1.4396666666666667
India,1952,24.3655
Indonesia,1952,26.078333333333337
Iran,1952,17.55225
Iraq,1952,22.300750000000004
Ireland,1952,9.37725
Isle Of Man,1952,9.178666666666667
Israel,1952,20.390666666666664
Italy,1952,13.261249999999999
Jamaica,1952,26.360833333333332
Japan,1952,11.939666666666668
Jersey,1952,10.951500000000001
Jordan,1952,20.145
Kazakhstan,1952,4.88525
Kenya,1952,24.389666666666667
Kingman Reef,1952,27.381333333333334
Kiribati,1952,27.08175
Kuwait,1952,25.49291666666667
Kyrgyzstan,1952,3.08175
Laos,1952,23.987666666666666
Latvia,1952,4.965083333333333
Lebanon,1952,18.303250000000002
Lesotho,1952,13.997916666666667
Liberia,1952,25.50616666666667
Libya,1952,22.721083333333336
Liechtenstein,1952,4.672
Lithuania,1952,5.533916666666666
Luxembourg,1952,9.230166666666667
Macau,1952,23.100000000000005
Macedonia,1952,11.411999999999999
Madagascar,1952,22.823916666666666
Malawi,1952,21.3635
Malaysia,1952,26.170666666666666
Mali,1952,28.136
Malta,1952,19.3355
Martinique,1952,26.543333333333333
Mauritania,1952,27.22175
Mauritius,1952,23.549916666666665
Mayotte,1952,26.60925
Mexico,1952,20.887333333333334
Moldova,1952,9.500583333333333
Monaco,1952,9.368416666666667
Mongolia,1952,-1.3803333333333336
Montenegro,1952,11.242166666666668
Montserrat,1952,26.665750000000003
Morocco,1952,17.892750000000003
Mozambique,1952,23.732250000000004
Namibia,1952,20.987166666666667
Nepal,1952,15.285666666666666
Netherlands,1952,9.343083333333334
Netherlands (Europe),1952,8.932083333333333
New Caledonia,1952,23.168499999999998
New Zealand,1952,10.40575
Nicaragua,1952,26.11825
Niger,1952,27.337833333333336
Nigeria,1952,26.701333333333334
Niue,1952,25.49591666666667
North America,1952,2.801083333333333
North Korea,1952,6.7435833333333335
Northern Mariana Islands,1952,27.05175
Norway,1952,-0.3679166666666666
Oceania,1952,21.349666666666668
Oman,1952,26.929750000000002
Pakistan,1952,20.915166666666668
Palau,1952,27.43825
Palestina,1952,23.511083333333332
Palmyra Atoll,1952,27.406333333333336
Panama,1952,26.496583333333334
Papua New Guinea,1952,24.664583333333336
Paraguay,1952,23.25425
Peru,1952,20.02316666666667
Philippines,1952,26.770333333333337
Poland,1952,7.051916666666667
Portugal,1952,14.772
Puerto Rico,1952,25.776916666666665
Qatar,1952,26.952250000000003
Reunion,1952,23.439333333333337
Romania,1952,9.5365
Russia,1952,-6.175250000000001
Rwanda,1952,19.4425
Saint Barthélemy,1952,26.86691666666667
Saint Kitts And Nevis,1952,26.150166666666667
Saint Lucia,1952,27.11916666666667
Saint Martin,1952,26.86691666666667
Saint Pierre And Miquelon,1952,5.8477500000000004
Saint Vincent And The Grenadines,1952,27.257333333333335
Samoa,1952,26.768833333333333
San Marino,1952,14.234499999999999
Sao Tome And Principe,1952,26.041916666666665
Saudi Arabia,1952,25.926583333333337
Senegal,1952,27.63083333333333
Serbia,1952,10.98625
Seychelles,1952,26.861583333333332
Sierra Leone,1952,26.176583333333337
Singapore,1952,26.88716666666667
Sint Maarten,1952,26.86691666666667
Slovakia,1952,7.5183333333333335
Slovenia,1952,9.925333333333333
Solomon Islands,1952,26.740166666666667
Somalia,1952,27.043833333333335
South Africa,1952,17.517500000000002
South America,1952,22.00316666666667
South Georgia And The South Sandwich Isla,1952,1.23825
South Korea,1952,11.979333333333335
Spain,1952,13.794666666666666
Sri Lanka,1952,27.271083333333333
Sudan,1952,27.485333333333333
Suriname,1952,26.586333333333332
Svalbard And Jan Mayen,1952,-7.424833333333333
Swaziland,1952,19.138749999999998
Sweden,1952,1.7794166666666669
Switzerland,1952,7.1410833333333334
Syria,1952,18.633
Taiwan,1952,22.579916666666666
Tajikistan,1952,4.266333333333333
Tanzania,1952,22.427666666666667
Thailand,1952,26.31725
Timor Leste,1952,26.3205
Togo,1952,27.005666666666666
Tonga,1952,23.737250000000003
Trinidad And Tobago,1952,26.5545
Tunisia,1952,20.712416666666666
Turkey,1952,12.527416666666667
Turkmenistan,1952,14.682166666666667
Turks And Caicas Islands,1952,26.775166666666667
Uganda,1952,23.090833333333332
Ukraine,1952,8.089916666666666
United Arab Emirates,1952,27.8225
United Kingdom,1952,8.37125
United Kingdom (Europe),1952,8.501666666666667
United States,1952,8.979416666666667
Uruguay,1952,17.530666666666665
Uzbekistan,1952,12.312416666666666
Venezuela,1952,25.560666666666666
Vietnam,1952,24.186833333333336
Virgin Islands,1952,26.609083333333334
Western Sahara,1952,22.330166666666667
Yemen,1952,26.081666666666667
Zambia,1952,21.522750000000002
Zimbabwe,1952,21.3255
Åland,1952,4.795
Afghanistan,1953,14.65075
Africa,1953,24.09358333333333
Albania,1953,12.586333333333334
Algeria,1953,22.869416666666666
American Samoa,1953,26.949250000000003
Andorra,1953,11.471000000000002
Angola,1953,21.724833333333333
Anguilla,1953,27.03725
Antigua And Barbuda,1953,26.863500000000002
Argentina,1953,14.97475
Armenia,1953,8.36875
Aruba,1953,28.45141666666667
Asia,1953,7.838333333333334
Australia,1953,21.47458333333333
Austria,1953,6.788916666666666
Azerbaijan,1953,11.069833333333335
Bahamas,1953,25.534666666666666
Bahrain,1953,26.068416666666668
Baker Island,1953,25.8165
Bangladesh,1953,25.36975
Barbados,1953,26.8225
Belarus,1953,6.0594166666666665
Belgium,1953,10.102333333333334
Belize,1953,25.67141666666667
Benin,1953,27.18616666666667
Bhutan,1953,12.240166666666667
Bolivia,1953,21.2775
"Bonaire, Saint Eustatius And Saba",1953,27.635833333333334
Bosnia And Herzegovina,1953,10.666500000000001
Botswana,1953,21.620333333333335
Brazil,1953,24.995583333333332
British Virgin Islands,1953,26.72491666666667
Bulgaria,1953,10.334000000000001
Burkina Faso,1953,27.999916666666667
Burma,1953,24.20875
Burundi,1953,20.188083333333335
Cambodia,1953,27.100583333333333
Cameroon,1953,24.41433333333333
Canada,1953,-3.957666666666667
Cape Verde,1953,24.326666666666668
Cayman Islands,1953,27.228416666666664
Central African Republic,1953,25.49683333333333
Chad,1953,27.22758333333333
Chile,1953,9.711666666666668
China,1953,7.022333333333333
Christmas Island,1953,26.073833333333337
Colombia,1953,25.113250000000004
Comoros,1953,25.956999999999997
Congo,1953,24.573083333333333
Congo (Democratic Republic Of The),1953,23.915499999999998
Costa Rica,1953,25.920583333333337
Croatia,1953,11.615166666666667
Cuba,1953,25.835333333333335
Curaçao,1953,27.857083333333335
Cyprus,1953,18.243583333333333
Czech Republic,1953,8.40825
Côte D'Ivoire,1953,26.08458333333333
Denmark,1953,-17.83375
Denmark (Europe),1953,8.936
Djibouti,1953,28.7735
Dominica,1953,26.508916666666668
Dominican Republic,1953,25.965333333333334
Ecuador,1953,22.169
Egypt,1953,22.6735
El Salvador,1953,25.546083333333332
Equatorial Guinea,1953,25.05741666666667
Eritrea,1953,26.936916666666665
Estonia,1953,5.65675
Ethiopia,1953,23.20075
Europe,1953,8.418166666666666
Falkland Islands (Islas Malvinas),1953,6.410583333333332
Faroe Islands,1953,7.709833333333333
Federated States Of Micronesia,1953,27.281500000000005
Fiji,1953,25.246
Finland,1953,2.7343333333333333
France,1953,13.143666666666666
France (Europe),1953,10.767916666666666
French Guiana,1953,26.072916666666668
French Polynesia,1953,26.362333333333336
French Southern And Antarctic Lands,1953,4.623833333333334
Gabon,1953,24.374166666666667
Gambia,1953,27.43825
Gaza Strip,1953,18.90875
Georgia,1953,7.822916666666667
Germany,1953,9.067
Ghana,1953,26.75475
Greece,1953,14.530666666666667
Greenland,1953,-18.38475
Grenada,1953,27.085333333333335
Guadeloupe,1953,26.7495
Guam,1953,27.253333333333334
Guatemala,1953,23.835083333333333
Guernsey,1953,11.210166666666666
Guinea,1953,25.648583333333335
Guinea Bissau,1953,26.882416666666668
Guyana,1953,26.347083333333334
Haiti,1953,26.7205
Heard Island And Mcdonald Islands,1953,2.2360833333333336
Honduras,1953,25.276416666666666
Hong Kong,1953,23.150833333333335
Hungary,1953,10.081583333333333
Iceland,1953,2.4113333333333333
India,1953,24.561583333333335
Indonesia,1953,26.02891666666667
Iran,1953,17.729833333333335
Iraq,1953,21.429333333333332
Ireland,1953,10.019583333333333
Isle Of Man,1953,10.097916666666666
Israel,1953,19.451416666666667
Italy,1953,13.041333333333332
Jamaica,1953,26.516666666666666
Japan,1953,11.964666666666666
Jersey,1953,11.210166666666666
